Date,Ip,Name,Comment,Link
2021-02-17 14:24:03,28mdnsdn,Sandra,"2021.02.17 Kretingos, Rotušės maksimoj pirkaus už 45€.Pardavėja Sigita nepasiūlė prekės už 1 centą, o man paklausus, pareiškė, kad jau nebepriklauso, nes čekis išmuštas.Sako del tokios prekės neapsimoka daryt gražinimo.Nu žiauru.",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/1
2021-02-17 10:39:37,5f4spkb6,Vilma,"Kodėl Švenčionėlių Maxima negauna kraiko katėms ""Favorit"", jau du mėnesius neįmanoma nusipirkt, aplamai su visomis prekėmis gyvūnams padėtis absurdiška, pasirinkimas minimalus.",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/1
2021-02-16 16:58:44,4ljho68,Likija,"Pirkau prekiu uz beveik 40 euru, pardavieja numete ceki, klausiu o sokolasas kur priklauso uz pirkima 30 euru???sake per velu,..reikejo anksciau sakyti...nejaugi sunku priminti pirkejui kad prikkauso dovana?????ir taip jau ne pirma karta.nuejau pas vedeja....nieko negavau......Silute.",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/1
2021-02-14 13:08:30,28mbrvel,Brigita,"Pirkau midijas Valentino dienai, ačiū - visos sugedusios",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/1
2021-02-14 12:42:53,28mbrvel,Giedrius,"Sveiki, pirkome midijos visos sugedusios nei vienos sveikos... Santaros gatvei.",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/1
2021-02-13 19:34:52,2e914lnr,Viktė,Midijos sugedusios. Apsivemti nuo kvapo galima. Siulo svesti vasario 14d.,https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/1
2021-02-12 07:13:34,1b2akm23,Gaila,"O dieve atrodo kazka baisaus tas zmogeliukas butu padares nuzude zmogu ar kas ten buvo viespatie suteik tam zmogui stipribes ir apsaugok nuo blogu zmoniu.Nes ju tikrai per daug sioj zemej.Demonai vaiksto, o ne zmones.",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/1
2021-02-12 07:07:12,1b2akm23,Pikti zmones,"Ir kodel pirkejai tokie nemandagus, pikti, pasisiause i darbuotoja ziuri, kaip i tuscia vieta nesiskaitoma meto siuksles, maista palikineja, vaikus deda i vezimelius, kur paskui reikia deti maista, zmoniu srautas begalinis saugaus atstumo nesilaikoma, varo savo pykti ant darbuotoju isknisa prota visai dienai apie tai net nepagalvodami ka sako mato tik kito zmogaus bloga elgesi, o patys kaip elgiasi jokio zmogiskumo abipusio pagarbos, vaikai laksto kaip po vaiku darzeli, maximai linkiu visokeriopos stiprybes meiles sveikatos ir gelezines kantrybes.",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/1
2021-02-11 19:15:50,2ju3l5lu,Evelina,"Tamsta, matyt esate pati darbuotoja kuri taip ir pasielgė! Atsiliepimai ir yra skirti tam, kad išsakyti nuomonę. Tai ne pyktis, o fakto konstatvimas. Situacija Lietuvoje yra labai įtempta kas liečia žmonių sveikatą ir jos saugumą ir darbuotojai turi elgtis adekvačiai ir sąmoningai suvokti esamą padėti. Be galo gaila, kad žemėje yra tokių nemąstančių žmonių kaip Jūs.",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/1
2021-02-11 18:56:49,2e7r3mgn,Sigita,Bet aplink buteliuką neturi būti nubėgimų ir dar viduje degėsių likučių.Nelaikykit manęs durnę kai esu virėja!!!!!,https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/1
2021-02-11 18:37:24,5f4sp6nv,As,Actas neturi galiojimo laiko. Cia ispilsstymo data!!!,https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/1
2021-02-11 16:52:03,1b2akm23,Nezinomoji,"O jus dabar mandagiai pasielgete savo nesveika pykti isliejat ant zmoniu del nieko, tai antzmogiska, nei supratimo, ne zmogiskumo, nei pagarbos, esate nepagarbi moteris.",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/1
2021-02-10 21:04:25,5f4sof5l,sigita,Sveiki.Šiandien vyras pirko Obelių actą su nebegaliojančią datą ir aplinkui dangtelio kaip nubėgimai ir viduje plaukiojo kaip degėsiai.,https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/1
2021-02-10 18:05:28,2ivrkthc,laurita,"noriu padekoti Klaipedos BIGO Maximos darbuotojai, kuri dirba griliuje.jos vardas Gitana ar Gintare gerai nepavyko isiziuret. Maloniai aptarnauja, pasiulo ivairiu gaminiu, net per kauke matosi besisypsantis veidas.Aciu uz tavo darba, visada smagu ateiti i parduotuve",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/1
2021-02-10 13:38:30,2ju3l2p3,Veslava,"Preke neatitiko akcijai, nors parasyta kad visems zaislams nuolaida 40%.",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/1
2021-02-10 12:57:10,2ju3l1vp,Gintaras,"Vilnius, Akropolio Maxima Vasario 9d. Darbuotoja stūmė stendą, ilindusi į telefoną. Net akių nepakeldama, užgaudama pirkejus. Net neatsiprase",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/1
2021-02-10 10:38:20,2ivrnfk7,Nesvarbu,Sveiki prašau kad Elektrėnų maximoi atsirastų apačioj nurodytos prekės. Atsiprašau bet visuose maximose yra ir Vilniui ir Kaune Elektrėnuose nei su žiburiu nerasi.,https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/1
2021-02-09 15:37:56,2e8omj72,Regina Žemaitienė,"Šiuo metu, matomai pagrįstai, reikalaujama į maisto prekių parduotuvės salę įeiti tik su pirkiniams skirtu krepšeliu.
Deja, labai nemalonu pripažinti, kad didžioji dauguma bet kurio prekybos tinklo maisto prekių parduotuvių atsakingi darbuotojai nesirūpina net elementariu krepšelių valymu.
2021.02.08 lankiausi Maxima parduotuvėje Klaipėdoje, H.Manto g. 11. Scenarijus paprastas: pasikartojamai skelbiama, kad į salę galima užeiti tik su krepšeliu, apsaugos darbuotojas papildomai perspėja, na, o šalia jo - kalnas abejotino švarumo krepšelių. Pareiškiau pastabą: ""jeigu reikalaujate, tai pirmiausia turi būti pasirūpinta krepšelių švara ir dezinfekavimu"". Jaunas vaikinas ""nurijo"" mano pretenziją.
Ir kokia nuostaba! Sekančią dieną, apsilankius parduotuvėje, matau neregėtus pokyčius: toje pačioje vietoje, šalia krepšelių stovi parduotuvės darbuotoja ir labai kruopščiai kiekvieną iš jų valo ir dezinfekuoja. Dar didesnei mano nuostabai, ji pati apeina salę, labai mandagiai atsiprašydama, susirenka visus krepšelius ir kiekvieną paruošia sekančiam pirkėjui.
Neįtikėtina reakcija!
Noriu pareikšti nuoširdžią padėką ir pagyrimą jaunam apsaugos darbuotojui Arnui Plokščiui, kuris turėjo pakankamai drąsos ir atsakingumo kreiptis į parduotuvės vadovus, perduoti pirkėjos pastabą tokiu būdu, kad sureaguota buvo bematant. Na, ir padėka visam kolektyvui už operatyvumą, pagarbą ne tik kliento nuomonei, bet ir tai tvarkai, kuri šiuo metu būtina.",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/1
2021-02-08 21:22:44,2eehh7pk,a.jj,"tu jobnutas. gaila kad nebuvau taves sutikes sutikciau prasileostum barzdon uz toki bazara.
man pajebat kiek tu dirbi axuelines esi visai. linkiu KAD TAVE SUPYZDINTU TOS PACIOS MAXIMOS DARBUOTOJAI UZ TOKI BAZARA. KAD LIKTUM SU SULAUZYTA NOSIM",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/1
2021-02-08 21:18:37,2eehh7pk,a.j,todel kad maxima yra Banginis banginis supratai jai poxui ant zmoniu jie turi tokius advokatus kad jiems ant visko poxuj.,https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/1
2021-02-08 15:45:34,2e7r4341,Modestas,Puikus aptarnavimas Klaipėdos Akropolio Maximoje alkoholio skyriuje. Konsultantas Artūras tikrai turi skonį. Ačiū jam :),https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/1
2021-02-08 14:19:40,28menq0c,Sigita,"Prieš savaite pirkom dormeo ančiužini Maximoje. Prieš pirkdama paskambinau i info linija pasiteirauti jei netiktu ar butu galima gražinti ? Sakė kad taip.Nes paviždžiu apžiurai nera perki kate maise.Valio nusipirkom kad kudikiui butu geriau miegoti, bet jis visiskai neatitiko aprašomos kokybės.Nakti sukaisti kudikio nugarėle visa slapia.JIE TEIGIA KAD ORUI LAIDUS nevelnio. Nakti reikia keltis ir taisyti jo padėti nes jis nuslysta.Nunešus gražinti nors 14d.d. nepraejo sako kad cia ne ju problema??????? Kur teisybė 85eur. siknon? Reikes i vartotoju teise kreiptis",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/1
2021-02-08 11:27:45,28mcqb5o,Skirmantė,"Maxima prekiauja Del Verde makaronais be nurodytos galiojimo datos ir be pagaminimo duomenų. Nuolat perku, todėl atkreipiau dėmesį.",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/1
2021-02-08 08:51:46,2df776jq,Inga,"Š.m.vasario 6 d.svečiavausi Kėdainiuose.Atsitiktinai užsukau į centrinę maximą ir buvau maloniai nustebinta joje esama švara, prekių išdėstyme, jų pasirinkime.Skyriuje, pasiteiravus apie mišraines, labai mandagiai patarė",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/1
2021-02-07 15:55:32,28mc0i1o,Darijus,Noriu padėkot Liepkalnio Maximos darbuotojai Mazenai visada malonu apsipirkt pas ja.Sekmės darbuose,https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/1
2021-02-07 15:06:10,2ju3l00c,Evelina,"Šiaulių Maximoje esančioje akropolyje dirba labai nemandagi darbuotoja. Priėjau prie dezinfekuoto vežimėlio, o stovinti šalia darbuotoja su dezinfekcinio skysčio buteliuku ir rodomuoju pirštu nukreiptu į panaudotus vežimėlius, nemandagiai pasakė, , va čia!"" Ir aplamai nesuprantu kodėl maximoje nėra krepšelių (Radviliškio maximoje yra), o vien vežimėliai... Jeigu žmogus neturi grynųjų pinigų, tai ką jam daryti? Apkrauna žmones atėjusius apsipirkt...kad mažiau būtų darbo išmandrėjusioms darbuotojoms. NIEKADA ten nebesilankysiu!",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/1
2021-02-06 18:41:41,5f4so9ap,Dmitrij,"Sveiki
Šiandien buvau atvykus į Maximos parduotuvę Santaros gatvėje.
Prireikus pagalbos, salės darbuotojas Vladislovas labai maloniai ir operatyviai padėjo surast reikiamas prekės.",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/1
2021-02-06 11:34:03,66ika8ml,Vidas,Sveiki.vakar lankiausi Akropolio maximoje Śiauliuose pirkiniu krepšelis buvo virš 20 euru.kasininke iš po prekystalio išsitraukė sprite ir neklausė tik pasake už 1cnt.parvykęs tik pažiūrėjau čekį limonadas už pilna kaina.juk akcija yra kai perki už 30 euru.taip gal apgauna ne viena pirkėja...,https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/1
2021-02-04 20:35:30,2e7r3ob5,Vika,"Labai noriu padėkoti Klaipėdos Akropolio maxima darbuotojui alkoholio skyriuje Artūrui. Toks aukštas, bet labai draugiškas ir malonus žmogus, tikras saules spinduliukas! ;) Malonei patarė dėl raudono vyno, sakė neapsiriksite jei išbandysite. Tai tikrai labai skanus vynas buvo, dabar visai giminei rekomenduoju pirkti ta vyna ir visi patenkinti mano rekomendacija! ;) kitose parduotuvėse nusivyliau, kai prašiau patarti tik su ranka parodė kur raudonas vynas, maždaug eik ir rinkis. Tai labai vertinu Akropolį Klaipėdoje, maxima jau kokius tris kartus esame konsultavęsi su šiuo darbuotoju ir visada maloniai padėjo. Ačiū!!! ;)",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/1
2021-02-04 12:42:07,2ju3l8j9,Lina,Neikite tada iš pačio ryto,https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/1
2021-02-03 15:48:10,28m81s8n,Renata Lukoševičė,"Sveiki, vis nerandu kur parašyti. Kasdieninis vaizdelis kuri galima pamatyti maisto parduotuvėje. Niekaip negaliu suprasti ar parduotuvės taisyklėse leidžiama sodinti vaikus į vežimą kur visi deda maistą ??? Vežimėlis skirtas maistui !!! 
Ar maisto veterinarijos higienos taisyklės taip pat tai leidžia??? Personalas nieko jiems pastabų neduoda. 
Kiti žmonės po jų turi imti vežimėlį ten kur su visais lauko batais sėdėjo ar stovejo vaikas. Na šlykštu ir nehigieniška !!!

 Vaikųų amžius įvairus nuo 2m iki 10 m. Gaila vis nenusinešu telefono nuotraukas padaryti. 
Pagarbiai Renata",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/1
2021-01-31 15:02:18,5ljq31dr,UAB MAXIMA TYTUVENAI,Sveiki esu pati maximos darbuotoja. Vakar nuejau apsiprekinti buvo apie 17val. Darbuotoja Irena Petrikiene islipo is kasos priejo prie manes ir uzsipuole nebutais dalykais prie visu zmoniu. Manau toks darbuotojos elgesys yra labai nedekvatus. Taip iseina kad nebegalesiu nueiti y maxima apsiprekint...,https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/1
2021-01-31 13:58:58,28ma4h5c,Maryte,"Labai dekojame, Romainiuose, Medeksines g.nr10, esancioje maximoje, sausio 23diena (apie 20 val) dirbusiems darbuotojams, uz sazininguma, nuosirduma, grazinant palikta vyriskio pinigine su dokumentais ir nemaza pinigu suma...nuosirdus aciu!!!",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/1
2021-01-29 19:45:32,4lji5tb,Viktorija,"Vakar pirkau sokolado plytele ir tik siandien valgant pastebejau, jog data pasibaigus, ir pirktas be akcijos, kad buciau suabejojusi sokolado galiojimu..",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/1
2021-01-27 14:11:31,2ju7jog5,Ilona,"Aš pati kasininkė būtent maximoj, bet matau kad čia kasininkė suklydo, į parduotuvę atgal reikia nueiti ji atgal grąžinimą su 50% 4 surelius padarys, nes vienam sureliui padaryta kai čekyje matau",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/2
2021-01-27 05:31:10,2e7r4172,...,"Toks vaizdas, kad kažkas pirmą kartą apsilanko maximoje. Prekės kurios yra su akcija, kvite ar kasos ekrane visada yra rodoma pilna kaina be akcijos ir po ja nurodoma nuolaida (nuo pilnos sumos kiek numinusuota). Kaip pirkėjo pateiktame kvite. Ir galutinė ir yra tą suma kaip nurodyta ant prekės (torto kaina yra akcijinė).",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/2
2021-01-26 13:04:13,5cfru3a6,Valentas,Mielas pirkejau. pagal jusu pateikta kvito nuotrauka jame matyti kad maxima korteleje esantis taskai nebuvo nuimti ten buvo suteikta nuolaida tortui. jei butu nuskaite taskus nuo aciu korteles kvite butu parasyta nuolaida kvitui. o tame cekyje parasyta nuolaida prekei. todel prasau neklaidinti kitu pirkeju neteisinga informacija.,https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/2
2021-01-25 21:18:22,28ma3se5,Rasa,"Sveiki.Labai norėčiau pagirti pardavėją RIMĄ, dirbančią Vilniuje Gedimino prospekte.Daugiau tokių profesionalų !Ačiū už kantrybę, malonų aptarnavimą !",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/2
2021-01-25 11:27:03,5f4sos21,Kestutis.,"Kodel išryto nedirba nei viena kasa, tik savitarna.Kaip senyvo amziaus žmonems apsipirkti jog jiems savitarna tai kosmosas?",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/2
2021-01-25 10:23:42,66ik9l7b,Pirkėjas,"Sveiki, Šakiuose, Šaulių g., 11 esančioje maximoje, savitarnos kasose niekada nėra parduotuvės darbuotojo, perkant energetinį, ar norint įsigytį rūkalų tenka laukt ne viena minute kol kas nors teiksis ateit. O vieną kartą kai savitarnoje apsipirkinėjau ir norėjau įsigytį rūkalų, pardavėja sėdinti kasoje, pasakė, o kas tau liepė ten eit, reikėjo stoti į eile. Bet argi savitarnos kasos ne tam ir skirtos, kad viskas vyktų greičiau, bei esant pandemijai nereiktų būriuotis? Tikiuosi ši problema bus išspręsta.",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/2
2021-01-22 18:03:16,2ju3l7l2,Rasa Barzdeniene,"Laba vakara, siandien 2021.01.22 Maximoje pirkau torta, kurio kaina buvo nurodyta 2.99 bet kasoje buvo kitokia suma, ir tik nuskaiciavus nuo maksimos korteles pinigėlius reikėjo mokėti 2.99.O pardavėjos paklausus ji atsake ko norit jus tiek ir sumokėjome kiek nurodyta.Taip bet nebuvo ant torto kainos parasyta kad nuskaiciuokite savo pinigus nuo korteles.Aciu",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/2
2021-01-21 12:34:18,2i51bhuv,Pirkeja,"Rokiskis. Kokia ten smarve dezinfekuojate krepselius!? Parsinesus preke namo dar jauciasi dvokas! Su savu krepsiu negalima, o i jusiski nesinori net deti prekiu. Isvada viena, geriau jau eiti i kita parduotuve.",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/2
2021-01-21 10:10:05,1arvdcps,Audra,"Laba diena, turiu pastebėjimą -patarimą.
Sausio 12d.buvo gausus gėlyčių pasirinkimas, tiek merkiamų, tiek vazonėliuose.Orchidėja kurią gavau dovanų buvo perlaistyta, vanduo tiesiog bėgo....
Man kartais gaila žiūrėti kaip neprižiūrėti, perlaistyti augalai miršta....ar neturėtų šių augaliukų prižiūrėti floristas.O mano dovana po savaitės iškeliavo į kompostą.Labai graudu, todėl kad šiuo momentu visi gėlininkai uždaryti ir pasirinkimo nėra.
Gėlių laiką trumpinate vien todėl kad jos nėra tinkamai prižiūrimos. Mažeikių Maximos.",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/2
2021-01-19 16:05:00,4ljferj,Irena,"Noriu L.Pasidžiaugti aptarnavimu, pardavėjos, Teresės aptarnavimu. Lankausi Maximoje, esančioje, Bažnyčios g.-38 Marijampolėje. Visada pastebiu iš šalies, kaip ši mergina aptarnauja ir konsultuoja pirkėjus. Darbas iš tiesų nelengvas, kadangi dirba informacinėje kasoje. Kiek kartų teko lankytis, niekada nepastebėjau, kad dirbtų atmestinai....Manau kad Darbdaviai turėtų, įvertinti šią Darbuotoją. Savo vardu, galiu tik Padėkoti jai ir palinkėti, Sveikatos ir Stiprybės!
Pagarbiai, Irena",https://rekvizitai.vz.lt/imone/maxima_lt_uab/atsiliepimai/2
